sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
484,0.103 884 640,"SysTick","ISR Exit","Returns to Idle",2597116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2728,3,03 E8 02 
485,0.104 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2620813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2731,5,02 0F 91 B9 01 
486,0.104 849 240,"SysTick","xTaskIncrementTick","",2621231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2736,5,DB 01 00 A2 03 
487,0.104 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2621756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2741,7,1C 03 DB 01 00 8D 04 
488,0.104 884 640,"SysTick","ISR Exit","Returns to Idle",2622116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2748,3,03 E8 02 
489,0.105 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2645813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2751,5,02 0F 91 B9 01 
490,0.105 849 240,"SysTick","xTaskIncrementTick","",2646231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2756,5,DB 01 00 A2 03 
491,0.105 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2646756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2761,7,1C 03 DB 01 00 8D 04 
492,0.105 884 640,"SysTick","ISR Exit","Returns to Idle",2647116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2768,3,03 E8 02 
493,0.106 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2670813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2771,5,02 0F 91 B9 01 
494,0.106 849 240,"SysTick","xTaskIncrementTick","",2671231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2776,5,DB 01 00 A2 03 
495,0.106 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2671756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2781,7,1C 03 DB 01 00 8D 04 
496,0.106 884 640,"SysTick","ISR Exit","Returns to Idle",2672116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2788,3,03 E8 02 
497,0.107 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2695813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2791,5,02 0F 91 B9 01 
498,0.107 849 240,"SysTick","xTaskIncrementTick","",2696231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2796,5,DB 01 00 A2 03 
499,0.107 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2696756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2801,7,1C 03 DB 01 00 8D 04 
500,0.107 884 640,"SysTick","ISR Exit","Returns to Idle",2697116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2808,3,03 E8 02 
501,0.108 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2720813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2811,5,02 0F 91 B9 01 
502,0.108 849 240,"SysTick","xTaskIncrementTick","",2721231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2816,5,DB 01 00 A2 03 
503,0.108 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2721756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2821,7,1C 03 DB 01 00 8D 04 
504,0.108 884 640,"SysTick","ISR Exit","Returns to Idle",2722116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2828,3,03 E8 02 
505,0.109 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2745813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2831,5,02 0F 91 B9 01 
506,0.109 849 240,"SysTick","xTaskIncrementTick","",2746231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2836,5,DB 01 00 A2 03 
507,0.109 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2746756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2841,7,1C 03 DB 01 00 8D 04 
508,0.109 884 640,"SysTick","ISR Exit","Returns to Idle",2747116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2848,3,03 E8 02 
509,0.110 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2770813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2851,5,02 0F 91 B9 01 
510,0.110 849 240,"SysTick","xTaskIncrementTick","",2771231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2856,5,DB 01 00 A2 03 
511,0.110 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2771756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2861,7,1C 03 DB 01 00 8D 04 
512,0.110 884 640,"SysTick","ISR Exit","Returns to Idle",2772116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2868,3,03 E8 02 
513,0.111 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2795813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2871,5,02 0F 91 B9 01 
514,0.111 849 240,"SysTick","xTaskIncrementTick","",2796231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2876,5,DB 01 00 A2 03 
515,0.111 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2796756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2881,7,1C 03 DB 01 00 8D 04 
516,0.111 884 640,"SysTick","ISR Exit","Returns to Idle",2797116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2888,3,03 E8 02 
517,0.112 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2820813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2891,5,02 0F 91 B9 01 
518,0.112 849 240,"SysTick","xTaskIncrementTick","",2821231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2896,5,DB 01 00 A2 03 
519,0.112 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2821756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2901,7,1C 03 DB 01 00 8D 04 
520,0.112 884 640,"SysTick","ISR Exit","Returns to Idle",2822116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2908,3,03 E8 02 
521,0.113 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2845813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2911,5,02 0F 91 B9 01 
522,0.113 849 240,"SysTick","xTaskIncrementTick","",2846231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2916,5,DB 01 00 A2 03 
523,0.113 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2846756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2921,7,1C 03 DB 01 00 8D 04 
524,0.113 884 640,"SysTick","ISR Exit","Returns to Idle",2847116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2928,3,03 E8 02 
525,0.114 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2870813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2931,5,02 0F 91 B9 01 
526,0.114 849 240,"SysTick","xTaskIncrementTick","",2871231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2936,5,DB 01 00 A2 03 
527,0.114 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2871756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2941,7,1C 03 DB 01 00 8D 04 
528,0.114 884 640,"SysTick","ISR Exit","Returns to Idle",2872116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2948,3,03 E8 02 
529,0.115 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2895813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2951,5,02 0F 91 B9 01 
530,0.115 849 240,"SysTick","xTaskIncrementTick","",2896231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2956,5,DB 01 00 A2 03 
531,0.115 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2896756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2961,7,1C 03 DB 01 00 8D 04 
532,0.115 884 640,"SysTick","ISR Exit","Returns to Idle",2897116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2968,3,03 E8 02 
533,0.116 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2920813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2971,5,02 0F 91 B9 01 
534,0.116 849 240,"SysTick","xTaskIncrementTick","",2921231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2976,5,DB 01 00 A2 03 
535,0.116 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2921756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2981,7,1C 03 DB 01 00 8D 04 
536,0.116 884 640,"SysTick","ISR Exit","Returns to Idle",2922116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2988,3,03 E8 02 
537,0.117 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2945813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2991,5,02 0F 91 B9 01 
538,0.117 849 240,"SysTick","xTaskIncrementTick","",2946231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2996,5,DB 01 00 A2 03 
539,0.117 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2946756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3001,7,1C 03 DB 01 00 8D 04 
540,0.117 884 640,"SysTick","ISR Exit","Returns to Idle",2947116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3008,3,03 E8 02 
541,0.118 832 520,"SysTick","ISR Enter","Runs for 61.160 us",2970813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3011,5,02 0F 91 B9 01 
542,0.118 858 280,"SysTick","xTaskIncrementTick","",2971457,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3016,5,DB 01 00 84 05 
543,0.118 879 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2971982,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3021,7,1C 03 DB 01 00 8D 04 
544,0.118 893 680,"SysTick","ISR Exit","Returns to Idle",2972342,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3028,3,03 E8 02 
545,0.119 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2995813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3031,5,02 0F AF B7 01 
546,0.119 849 240,"SysTick","xTaskIncrementTick","",2996231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3036,5,DB 01 00 A2 03 
547,0.119 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2996756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3041,7,1C 03 DB 01 00 8D 04 
548,0.119 884 640,"SysTick","ISR Exit","Returns to Idle",2997116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3048,3,03 E8 02 
549,0.120 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3020813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3051,5,02 0F 91 B9 01 
550,0.120 849 240,"SysTick","xTaskIncrementTick","",3021231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3056,5,DB 01 00 A2 03 
551,0.120 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3021756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3061,7,1C 03 DB 01 00 8D 04 
552,0.120 884 640,"SysTick","ISR Exit","Returns to Idle",3022116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3068,3,03 E8 02 
553,0.121 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3045813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3071,5,02 0F 91 B9 01 
554,0.121 849 240,"SysTick","xTaskIncrementTick","",3046231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3076,5,DB 01 00 A2 03 
555,0.121 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3046756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3081,7,1C 03 DB 01 00 8D 04 
556,0.121 884 640,"SysTick","ISR Exit","Returns to Idle",3047116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3088,3,03 E8 02 
557,0.122 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3070813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3091,5,02 0F 91 B9 01 
558,0.122 849 240,"SysTick","xTaskIncrementTick","",3071231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3096,5,DB 01 00 A2 03 
559,0.122 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3071756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3101,7,1C 03 DB 01 00 8D 04 
560,0.122 884 640,"SysTick","ISR Exit","Returns to Idle",3072116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3108,3,03 E8 02 
561,0.123 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3095813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3111,5,02 0F 91 B9 01 
562,0.123 849 240,"SysTick","xTaskIncrementTick","",3096231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3116,5,DB 01 00 A2 03 
563,0.123 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3096756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3121,7,1C 03 DB 01 00 8D 04 
564,0.123 884 640,"SysTick","ISR Exit","Returns to Idle",3097116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3128,3,03 E8 02 
565,0.124 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3120813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3131,5,02 0F 91 B9 01 
566,0.124 849 240,"SysTick","xTaskIncrementTick","",3121231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3136,5,DB 01 00 A2 03 
567,0.124 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3121756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3141,7,1C 03 DB 01 00 8D 04 
568,0.124 884 640,"SysTick","ISR Exit","Returns to Idle",3122116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3148,3,03 E8 02 
569,0.125 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3145813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3151,5,02 0F 91 B9 01 
570,0.125 849 240,"SysTick","xTaskIncrementTick","",3146231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3156,5,DB 01 00 A2 03 
571,0.125 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3146756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3161,7,1C 03 DB 01 00 8D 04 
572,0.125 884 640,"SysTick","ISR Exit","Returns to Idle",3147116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3168,3,03 E8 02 
573,0.126 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3170813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3171,5,02 0F 91 B9 01 
574,0.126 849 240,"SysTick","xTaskIncrementTick","",3171231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3176,5,DB 01 00 A2 03 
575,0.126 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3171756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3181,7,1C 03 DB 01 00 8D 04 
576,0.126 884 640,"SysTick","ISR Exit","Returns to Idle",3172116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3188,3,03 E8 02 
577,0.127 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3195813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3191,5,02 0F 91 B9 01 
578,0.127 849 240,"SysTick","xTaskIncrementTick","",3196231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3196,5,DB 01 00 A2 03 
579,0.127 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3196756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3201,7,1C 03 DB 01 00 8D 04 
580,0.127 884 640,"SysTick","ISR Exit","Returns to Idle",3197116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3208,3,03 E8 02 
581,0.128 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3220813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3211,5,02 0F 91 B9 01 
582,0.128 849 240,"SysTick","xTaskIncrementTick","",3221231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3216,5,DB 01 00 A2 03 
583,0.128 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3221756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3221,7,1C 03 DB 01 00 8D 04 
584,0.128 884 640,"SysTick","ISR Exit","Returns to Idle",3222116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3228,3,03 E8 02 
585,0.129 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3245813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3231,5,02 0F 91 B9 01 
586,0.129 849 240,"SysTick","xTaskIncrementTick","",3246231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3236,5,DB 01 00 A2 03 
587,0.129 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3246756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3241,7,1C 03 DB 01 00 8D 04 
588,0.129 884 640,"SysTick","ISR Exit","Returns to Idle",3247116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3248,3,03 E8 02 
589,0.130 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3270813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3251,5,02 0F 91 B9 01 
590,0.130 849 240,"SysTick","xTaskIncrementTick","",3271231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3256,5,DB 01 00 A2 03 
591,0.130 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3271756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3261,7,1C 03 DB 01 00 8D 04 
592,0.130 884 640,"SysTick","ISR Exit","Returns to Idle",3272116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3268,3,03 E8 02 
593,0.131 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3295813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3271,5,02 0F 91 B9 01 
594,0.131 849 240,"SysTick","xTaskIncrementTick","",3296231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3276,5,DB 01 00 A2 03 
595,0.131 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3296756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3281,7,1C 03 DB 01 00 8D 04 
596,0.131 884 640,"SysTick","ISR Exit","Returns to Idle",3297116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3288,3,03 E8 02 
597,0.132 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3320813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3291,5,02 0F 91 B9 01 
598,0.132 849 240,"SysTick","xTaskIncrementTick","",3321231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3296,5,DB 01 00 A2 03 
599,0.132 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3321756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3301,7,1C 03 DB 01 00 8D 04 
600,0.132 884 640,"SysTick","ISR Exit","Returns to Idle",3322116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3308,3,03 E8 02 
601,0.133 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3345813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3311,5,02 0F 91 B9 01 
602,0.133 849 240,"SysTick","xTaskIncrementTick","",3346231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3316,5,DB 01 00 A2 03 
603,0.133 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3346756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3321,7,1C 03 DB 01 00 8D 04 
604,0.133 884 640,"SysTick","ISR Exit","Returns to Idle",3347116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3328,3,03 E8 02 
605,0.134 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3370813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3331,5,02 0F 91 B9 01 
606,0.134 849 240,"SysTick","xTaskIncrementTick","",3371231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3336,5,DB 01 00 A2 03 
607,0.134 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3371756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3341,7,1C 03 DB 01 00 8D 04 
608,0.134 884 640,"SysTick","ISR Exit","Returns to Idle",3372116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3348,3,03 E8 02 
609,0.135 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3395813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3351,5,02 0F 91 B9 01 
610,0.135 849 240,"SysTick","xTaskIncrementTick","",3396231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3356,5,DB 01 00 A2 03 
611,0.135 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3396756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3361,7,1C 03 DB 01 00 8D 04 
612,0.135 884 640,"SysTick","ISR Exit","Returns to Idle",3397116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3368,3,03 E8 02 
613,0.136 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3420813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3371,5,02 0F 91 B9 01 
614,0.136 849 240,"SysTick","xTaskIncrementTick","",3421231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3376,5,DB 01 00 A2 03 
615,0.136 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3421756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3381,7,1C 03 DB 01 00 8D 04 
616,0.136 884 640,"SysTick","ISR Exit","Returns to Idle",3422116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3388,3,03 E8 02 
617,0.137 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3445813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3391,5,02 0F 91 B9 01 
618,0.137 849 240,"SysTick","xTaskIncrementTick","",3446231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3396,5,DB 01 00 A2 03 
619,0.137 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3446756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3401,7,1C 03 DB 01 00 8D 04 
620,0.137 884 640,"SysTick","ISR Exit","Returns to Idle",3447116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3408,3,03 E8 02 
621,0.138 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3470813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3411,5,02 0F 91 B9 01 
622,0.138 849 240,"SysTick","xTaskIncrementTick","",3471231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3416,5,DB 01 00 A2 03 
623,0.138 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3471756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3421,7,1C 03 DB 01 00 8D 04 
624,0.138 884 640,"SysTick","ISR Exit","Returns to Idle",3472116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3428,3,03 E8 02 
625,0.139 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3495813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3431,5,02 0F 91 B9 01 
626,0.139 849 240,"SysTick","xTaskIncrementTick","",3496231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3436,5,DB 01 00 A2 03 
627,0.139 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3496756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3441,7,1C 03 DB 01 00 8D 04 
628,0.139 884 640,"SysTick","ISR Exit","Returns to Idle",3497116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3448,3,03 E8 02 
629,0.140 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3520813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3451,5,02 0F 91 B9 01 
630,0.140 849 240,"SysTick","xTaskIncrementTick","",3521231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3456,5,DB 01 00 A2 03 
631,0.140 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3521756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3461,7,1C 03 DB 01 00 8D 04 
632,0.140 884 640,"SysTick","ISR Exit","Returns to Idle",3522116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3468,3,03 E8 02 
633,0.141 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3545813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3471,5,02 0F 91 B9 01 
634,0.141 849 240,"SysTick","xTaskIncrementTick","",3546231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3476,5,DB 01 00 A2 03 
635,0.141 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3546756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3481,7,1C 03 DB 01 00 8D 04 
636,0.141 884 640,"SysTick","ISR Exit","Returns to Idle",3547116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3488,3,03 E8 02 
637,0.142 832 520,"SysTick","ISR Enter","Runs for 61.160 us",3570813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3491,5,02 0F 91 B9 01 
638,0.142 858 280,"SysTick","xTaskIncrementTick","",3571457,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3496,5,DB 01 00 84 05 
639,0.142 879 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3571982,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3501,7,1C 03 DB 01 00 8D 04 
640,0.142 893 680,"SysTick","ISR Exit","Returns to Idle",3572342,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3508,3,03 E8 02 
641,0.143 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3595813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3511,5,02 0F AF B7 01 
642,0.143 849 240,"SysTick","xTaskIncrementTick","",3596231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3516,5,DB 01 00 A2 03 
643,0.143 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3596756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3521,7,1C 03 DB 01 00 8D 04 
644,0.143 884 640,"SysTick","ISR Exit","Returns to Idle",3597116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3528,3,03 E8 02 
645,0.144 832 520,"SysTick","ISR Enter","Runs for 52.120 us",3620813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,3531,5,02 0F 91 B9 01 
646,0.144 849 240,"SysTick","xTaskIncrementTick","",3621231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,3536,5,DB 01 00 A2 03 
647,0.144 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",3621756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,3541,7,1C 03 DB 01 00 8D 04 
648,0.144 884 640,"SysTick","ISR Exit","Returns to Idle",3622116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,3548,3,03 E8 02 
