sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
156,0.025 849 240,"SysTick","xTaskIncrementTick","",646231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1055,5,DB 01 00 A2 03 
157,0.025 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",646756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1060,7,1C 03 DB 01 00 8D 04 
158,0.025 884 640,"SysTick","ISR Exit","Returns to Idle",647116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1067,3,03 E8 02 
159,0.026 832 520,"SysTick","ISR Enter","Runs for 52.120 us",670813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1070,5,02 0F 91 B9 01 
160,0.026 849 240,"SysTick","xTaskIncrementTick","",671231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1075,5,DB 01 00 A2 03 
161,0.026 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",671756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1080,7,1C 03 DB 01 00 8D 04 
162,0.026 884 640,"SysTick","ISR Exit","Returns to Idle",672116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1087,3,03 E8 02 
163,0.027 832 520,"SysTick","ISR Enter","Runs for 52.120 us",695813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1090,5,02 0F 91 B9 01 
164,0.027 849 240,"SysTick","xTaskIncrementTick","",696231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1095,5,DB 01 00 A2 03 
165,0.027 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",696756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1100,7,1C 03 DB 01 00 8D 04 
166,0.027 884 640,"SysTick","ISR Exit","Returns to Idle",697116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1107,3,03 E8 02 
167,0.028 832 520,"SysTick","ISR Enter","Runs for 52.120 us",720813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1110,5,02 0F 91 B9 01 
168,0.028 849 240,"SysTick","xTaskIncrementTick","",721231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1115,5,DB 01 00 A2 03 
169,0.028 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",721756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1120,7,1C 03 DB 01 00 8D 04 
170,0.028 884 640,"SysTick","ISR Exit","Returns to Idle",722116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1127,3,03 E8 02 
171,0.029 832 520,"SysTick","ISR Enter","Runs for 52.120 us",745813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1130,5,02 0F 91 B9 01 
172,0.029 849 240,"SysTick","xTaskIncrementTick","",746231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1135,5,DB 01 00 A2 03 
173,0.029 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",746756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1140,7,1C 03 DB 01 00 8D 04 
174,0.029 884 640,"SysTick","ISR Exit","Returns to Idle",747116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1147,3,03 E8 02 
175,0.030 832 520,"SysTick","ISR Enter","Runs for 52.120 us",770813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1150,5,02 0F 91 B9 01 
176,0.030 849 240,"SysTick","xTaskIncrementTick","",771231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1155,5,DB 01 00 A2 03 
177,0.030 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",771756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1160,7,1C 03 DB 01 00 8D 04 
178,0.030 884 640,"SysTick","ISR Exit","Returns to Idle",772116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1167,3,03 E8 02 
179,0.031 832 520,"SysTick","ISR Enter","Runs for 52.120 us",795813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1170,5,02 0F 91 B9 01 
180,0.031 849 240,"SysTick","xTaskIncrementTick","",796231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1175,5,DB 01 00 A2 03 
181,0.031 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",796756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1180,7,1C 03 DB 01 00 8D 04 
182,0.031 884 640,"SysTick","ISR Exit","Returns to Idle",797116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1187,3,03 E8 02 
183,0.032 832 520,"SysTick","ISR Enter","Runs for 52.120 us",820813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1190,5,02 0F 91 B9 01 
184,0.032 849 240,"SysTick","xTaskIncrementTick","",821231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1195,5,DB 01 00 A2 03 
185,0.032 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",821756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1200,7,1C 03 DB 01 00 8D 04 
186,0.032 884 640,"SysTick","ISR Exit","Returns to Idle",822116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1207,3,03 E8 02 
187,0.033 832 520,"SysTick","ISR Enter","Runs for 52.120 us",845813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1210,5,02 0F 91 B9 01 
188,0.033 849 240,"SysTick","xTaskIncrementTick","",846231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1215,5,DB 01 00 A2 03 
189,0.033 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",846756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1220,7,1C 03 DB 01 00 8D 04 
190,0.033 884 640,"SysTick","ISR Exit","Returns to Idle",847116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1227,3,03 E8 02 
191,0.034 832 520,"SysTick","ISR Enter","Runs for 52.120 us",870813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1230,5,02 0F 91 B9 01 
192,0.034 849 240,"SysTick","xTaskIncrementTick","",871231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1235,5,DB 01 00 A2 03 
193,0.034 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",871756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1240,7,1C 03 DB 01 00 8D 04 
194,0.034 884 640,"SysTick","ISR Exit","Returns to Idle",872116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1247,3,03 E8 02 
195,0.035 832 520,"SysTick","ISR Enter","Runs for 52.120 us",895813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1250,5,02 0F 91 B9 01 
196,0.035 849 240,"SysTick","xTaskIncrementTick","",896231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1255,5,DB 01 00 A2 03 
197,0.035 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",896756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1260,7,1C 03 DB 01 00 8D 04 
198,0.035 884 640,"SysTick","ISR Exit","Returns to Idle",897116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1267,3,03 E8 02 
199,0.036 832 520,"SysTick","ISR Enter","Runs for 52.120 us",920813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1270,5,02 0F 91 B9 01 
200,0.036 849 240,"SysTick","xTaskIncrementTick","",921231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1275,5,DB 01 00 A2 03 
201,0.036 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",921756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1280,7,1C 03 DB 01 00 8D 04 
202,0.036 884 640,"SysTick","ISR Exit","Returns to Idle",922116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1287,3,03 E8 02 
203,0.037 832 520,"SysTick","ISR Enter","Runs for 52.120 us",945813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1290,5,02 0F 91 B9 01 
204,0.037 849 240,"SysTick","xTaskIncrementTick","",946231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1295,5,DB 01 00 A2 03 
205,0.037 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",946756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1300,7,1C 03 DB 01 00 8D 04 
206,0.037 884 640,"SysTick","ISR Exit","Returns to Idle",947116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1307,3,03 E8 02 
207,0.038 832 520,"SysTick","ISR Enter","Runs for 52.120 us",970813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1310,5,02 0F 91 B9 01 
208,0.038 849 240,"SysTick","xTaskIncrementTick","",971231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1315,5,DB 01 00 A2 03 
209,0.038 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",971756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1320,7,1C 03 DB 01 00 8D 04 
210,0.038 884 640,"SysTick","ISR Exit","Returns to Idle",972116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1327,3,03 E8 02 
211,0.039 832 520,"SysTick","ISR Enter","Runs for 52.120 us",995813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1330,5,02 0F 91 B9 01 
212,0.039 849 240,"SysTick","xTaskIncrementTick","",996231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1335,5,DB 01 00 A2 03 
213,0.039 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",996756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1340,7,1C 03 DB 01 00 8D 04 
214,0.039 884 640,"SysTick","ISR Exit","Returns to Idle",997116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1347,3,03 E8 02 
215,0.040 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1020813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1350,5,02 0F 91 B9 01 
216,0.040 849 240,"SysTick","xTaskIncrementTick","",1021231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1355,5,DB 01 00 A2 03 
217,0.040 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1021756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1360,7,1C 03 DB 01 00 8D 04 
218,0.040 884 640,"SysTick","ISR Exit","Returns to Idle",1022116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1367,3,03 E8 02 
219,0.041 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1045813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1370,5,02 0F 91 B9 01 
220,0.041 849 240,"SysTick","xTaskIncrementTick","",1046231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1375,5,DB 01 00 A2 03 
221,0.041 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1046756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1380,7,1C 03 DB 01 00 8D 04 
222,0.041 884 640,"SysTick","ISR Exit","Returns to Idle",1047116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1387,3,03 E8 02 
223,0.042 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1070813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1390,5,02 0F 91 B9 01 
224,0.042 849 240,"SysTick","xTaskIncrementTick","",1071231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1395,5,DB 01 00 A2 03 
225,0.042 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1071756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1400,7,1C 03 DB 01 00 8D 04 
226,0.042 884 640,"SysTick","ISR Exit","Returns to Idle",1072116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1407,3,03 E8 02 
227,0.043 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1095813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1410,5,02 0F 91 B9 01 
228,0.043 849 240,"SysTick","xTaskIncrementTick","",1096231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1415,5,DB 01 00 A2 03 
229,0.043 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1096756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1420,7,1C 03 DB 01 00 8D 04 
230,0.043 884 640,"SysTick","ISR Exit","Returns to Idle",1097116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1427,3,03 E8 02 
231,0.044 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1120813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1430,5,02 0F 91 B9 01 
232,0.044 849 240,"SysTick","xTaskIncrementTick","",1121231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1435,5,DB 01 00 A2 03 
233,0.044 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1121756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1440,7,1C 03 DB 01 00 8D 04 
234,0.044 884 640,"SysTick","ISR Exit","Returns to Idle",1122116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1447,3,03 E8 02 
235,0.045 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1145813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1450,5,02 0F 91 B9 01 
236,0.045 849 240,"SysTick","xTaskIncrementTick","",1146231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1455,5,DB 01 00 A2 03 
237,0.045 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1146756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1460,7,1C 03 DB 01 00 8D 04 
238,0.045 884 640,"SysTick","ISR Exit","Returns to Idle",1147116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1467,3,03 E8 02 
239,0.046 832 520,"SysTick","ISR Enter","Runs for 61.160 us",1170813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1470,5,02 0F 91 B9 01 
240,0.046 858 280,"SysTick","xTaskIncrementTick","",1171457,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1475,5,DB 01 00 84 05 
241,0.046 879 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1171982,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1480,7,1C 03 DB 01 00 8D 04 
242,0.046 893 680,"SysTick","ISR Exit","Returns to Idle",1172342,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1487,3,03 E8 02 
243,0.047 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1195813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1490,5,02 0F AF B7 01 
244,0.047 849 240,"SysTick","xTaskIncrementTick","",1196231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1495,5,DB 01 00 A2 03 
245,0.047 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1196756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1500,7,1C 03 DB 01 00 8D 04 
246,0.047 884 640,"SysTick","ISR Exit","Returns to Idle",1197116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1507,3,03 E8 02 
247,0.048 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1220813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1510,5,02 0F 91 B9 01 
248,0.048 849 240,"SysTick","xTaskIncrementTick","",1221231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1515,5,DB 01 00 A2 03 
249,0.048 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1221756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1520,7,1C 03 DB 01 00 8D 04 
250,0.048 884 640,"SysTick","ISR Exit","Returns to Idle",1222116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1527,3,03 E8 02 
251,0.049 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1245813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1530,5,02 0F 91 B9 01 
252,0.049 849 240,"SysTick","xTaskIncrementTick","",1246231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1535,5,DB 01 00 A2 03 
253,0.049 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1246756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1540,7,1C 03 DB 01 00 8D 04 
254,0.049 884 640,"SysTick","ISR Exit","Returns to Idle",1247116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1547,3,03 E8 02 
255,0.050 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1270813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1550,5,02 0F 91 B9 01 
256,0.050 849 240,"SysTick","xTaskIncrementTick","",1271231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1555,5,DB 01 00 A2 03 
257,0.050 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1271756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1560,7,1C 03 DB 01 00 8D 04 
258,0.050 884 640,"SysTick","ISR Exit","Returns to Idle",1272116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1567,3,03 E8 02 
259,0.051 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1295813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1570,5,02 0F 91 B9 01 
260,0.051 849 240,"SysTick","xTaskIncrementTick","",1296231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1575,5,DB 01 00 A2 03 
261,0.051 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1296756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1580,7,1C 03 DB 01 00 8D 04 
262,0.051 884 640,"SysTick","ISR Exit","Returns to Idle",1297116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1587,3,03 E8 02 
263,0.052 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1320813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1590,5,02 0F 91 B9 01 
264,0.052 849 240,"SysTick","xTaskIncrementTick","",1321231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1595,5,DB 01 00 A2 03 
265,0.052 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1321756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1600,7,1C 03 DB 01 00 8D 04 
266,0.052 884 640,"SysTick","ISR Exit","Returns to Idle",1322116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1607,3,03 E8 02 
267,0.053 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1345813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1610,5,02 0F 91 B9 01 
268,0.053 849 240,"SysTick","xTaskIncrementTick","",1346231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1615,5,DB 01 00 A2 03 
269,0.053 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1346756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1620,7,1C 03 DB 01 00 8D 04 
270,0.053 884 640,"SysTick","ISR Exit","Returns to Idle",1347116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1627,3,03 E8 02 
271,0.054 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1370813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1630,5,02 0F 91 B9 01 
272,0.054 849 240,"SysTick","xTaskIncrementTick","",1371231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1635,5,DB 01 00 A2 03 
273,0.054 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1371756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1640,7,1C 03 DB 01 00 8D 04 
274,0.054 884 640,"SysTick","ISR Exit","Returns to Idle",1372116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1647,3,03 E8 02 
275,0.055 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1395813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1650,5,02 0F 91 B9 01 
276,0.055 849 240,"SysTick","xTaskIncrementTick","",1396231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1655,5,DB 01 00 A2 03 
277,0.055 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1396756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1660,7,1C 03 DB 01 00 8D 04 
278,0.055 884 640,"SysTick","ISR Exit","Returns to Idle",1397116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1667,3,03 E8 02 
279,0.056 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1420813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1670,5,02 0F 91 B9 01 
280,0.056 849 240,"SysTick","xTaskIncrementTick","",1421231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1675,5,DB 01 00 A2 03 
281,0.056 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1421756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1680,7,1C 03 DB 01 00 8D 04 
282,0.056 884 640,"SysTick","ISR Exit","Returns to Idle",1422116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1687,3,03 E8 02 
283,0.057 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1445813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1690,5,02 0F 91 B9 01 
284,0.057 849 240,"SysTick","xTaskIncrementTick","",1446231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1695,5,DB 01 00 A2 03 
285,0.057 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1446756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1700,7,1C 03 DB 01 00 8D 04 
286,0.057 884 640,"SysTick","ISR Exit","Returns to Idle",1447116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1707,3,03 E8 02 
287,0.058 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1470813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1710,5,02 0F 91 B9 01 
288,0.058 849 240,"SysTick","xTaskIncrementTick","",1471231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1715,5,DB 01 00 A2 03 
289,0.058 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1471756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1720,7,1C 03 DB 01 00 8D 04 
290,0.058 884 640,"SysTick","ISR Exit","Returns to Idle",1472116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1727,3,03 E8 02 
291,0.059 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1495813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1730,5,02 0F 91 B9 01 
292,0.059 849 240,"SysTick","xTaskIncrementTick","",1496231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1735,5,DB 01 00 A2 03 
293,0.059 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1496756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1740,7,1C 03 DB 01 00 8D 04 
294,0.059 884 640,"SysTick","ISR Exit","Returns to Idle",1497116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1747,3,03 E8 02 
295,0.060 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1520813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1750,5,02 0F 91 B9 01 
296,0.060 849 240,"SysTick","xTaskIncrementTick","",1521231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1755,5,DB 01 00 A2 03 
297,0.060 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1521756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1760,7,1C 03 DB 01 00 8D 04 
298,0.060 884 640,"SysTick","ISR Exit","Returns to Idle",1522116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1767,3,03 E8 02 
299,0.061 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1545813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1770,5,02 0F 91 B9 01 
300,0.061 849 240,"SysTick","xTaskIncrementTick","",1546231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1775,5,DB 01 00 A2 03 
301,0.061 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1546756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1780,7,1C 03 DB 01 00 8D 04 
302,0.061 884 640,"SysTick","ISR Exit","Returns to Idle",1547116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1787,3,03 E8 02 
303,0.062 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1570813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1790,5,02 0F 91 B9 01 
304,0.062 849 240,"SysTick","xTaskIncrementTick","",1571231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1795,5,DB 01 00 A2 03 
305,0.062 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1571756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1800,7,1C 03 DB 01 00 8D 04 
306,0.062 884 640,"SysTick","ISR Exit","Returns to Idle",1572116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1807,3,03 E8 02 
307,0.063 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1595813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1810,5,02 0F 91 B9 01 
308,0.063 849 240,"SysTick","xTaskIncrementTick","",1596231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1815,5,DB 01 00 A2 03 
309,0.063 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1596756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1820,7,1C 03 DB 01 00 8D 04 
310,0.063 884 640,"SysTick","ISR Exit","Returns to Idle",1597116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1827,3,03 E8 02 
311,0.064 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1620813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1830,5,02 0F 91 B9 01 
312,0.064 849 240,"SysTick","xTaskIncrementTick","",1621231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1835,5,DB 01 00 A2 03 
313,0.064 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1621756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1840,7,1C 03 DB 01 00 8D 04 
314,0.064 884 640,"SysTick","ISR Exit","Returns to Idle",1622116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1847,3,03 E8 02 
315,0.065 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1645813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1850,5,02 0F 91 B9 01 
316,0.065 849 240,"SysTick","xTaskIncrementTick","",1646231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1855,5,DB 01 00 A2 03 
317,0.065 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1646756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1860,7,1C 03 DB 01 00 8D 04 
318,0.065 884 640,"SysTick","ISR Exit","Returns to Idle",1647116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1867,3,03 E8 02 
319,0.066 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1670813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1870,5,02 0F 91 B9 01 
320,0.066 849 240,"SysTick","xTaskIncrementTick","",1671231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1875,5,DB 01 00 A2 03 
